FID,OBJECTID,WWD_NO,PWSID,PWS_NAME,SRC_DELIN,ZONE,PERIM_FT,ACRES,HECTARES,MILES_SQ,LAST_UPDAT,LOAD_DATE,STATUS,UPDATED_BY,Shapearea,Shapelen
97,66,0092,0750252,LIVERMORE WATER WORKS,STREAM,3,458847.975,131305.661,53139.401,205.099,2019-01-23T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,5718887651.0503,458847.9765168,,
98,115,0234,0160052,BUTLER COUNTY WATER SYSTEM INC,STREAM,3,462334.761,119609.043,48405.78,186.829,2019-01-23T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,5209453080.75511,462334.762707227,,
99,167,0403,0920332,OHIO COUNTY WATER DISTRICT,STREAM,3,462692.307,127358.878,51542.138,198.935,2019-02-08T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5546989433.69635,462692.305497576,,
100,0,1550,0831010,CAVE RUN WATER COMMISSION,SMALL RESERVOIR,3,470344.520133,139606.321378,56496.6738277,218.13487718,2019-02-11T00:00:00.000Z,1899-12-30T00:00:00.000Z,ACTIVE,DOW 2019,6081227035.12024,470344.519005713,,
101,147,0315,0220164,GRAYSON UTILITY COMMISSION,STREAM,3,473837.302782,132259.63485,53523.5752719,206.65567948,2019-01-14T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5761206651.94699,473837.303677041,,
102,130,0264,0840180,HARRODSBURG MUN WATER DEPT,STREAM,3,478732.175,133602.668,54069,208.687,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5818931510.49534,478732.17724122,,
103,318,0946,0290271,CUMBERLAND CO WATER DISTRICT,STREAM,3,481270.143,99870.544,40417.609,155.998,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,INACTIVE,DOW 2019,4349762360.54617,481270.147659599,,
104,150,0320,0750055,CALHOUN WATER WORKS,STREAM,3,488964.906,133012.439,53830.134,207.765,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5793224667.18893,488964.903305743,,
105,336,1060,0800273,MARTIN CO WATER DIST #1,STREAM,3,490839.657788,135620.431469,54883.6414099,211.9069242,2019-01-23T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,5907602365.75179,490839.65698955,,
106,9,0013,0400233,LANCASTER WATER WORKS,STREAM,3,491153.586,145929.804,59057.792,227.942,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,6355827702.10027,491153.585146298,,
107,94,0200,0340250,KENTUCKY-AMERICAN WATER CO,STREAM,3,491920.845,181534.54,73467.028,283.557,2004-09-27T00:00:00.000Z,2004-09-27T00:00:00.000Z,ACTIVE,DOW 2019,7906556607.40162,491920.84628625,,
