__OBJECTID,Sites,Latitude,Longitude,Site Types,Risk score,x,y
778,Agc Automotive Americas,37.668056,-85.920833,Nonmetallic Mineral Product,50,-85.9208330171228,37.6680560315372
779,Agc Flat Glass N America Inc,37.70035,-84.26846,Nonmetallic Mineral Product,50,-84.2684600257516,37.7003499811268
780,Byk Usa Inc,38.23244,-85.77572,Nonmetallic Mineral Product,50,-85.7757199746099,38.2324400174997
781,Carmeuse Lime & Stone Black River Facility,38.836389,-84.242222,Nonmetallic Mineral Product,50,-84.2422220329331,38.8363889753311
782,Cemex Kosmos Cement Co,38.034696,-85.90601,Nonmetallic Mineral Product,50,-85.9060100064511,38.0346959706907
783,Certaineed Gypsum,38.71793,-85.092051,Nonmetallic Mineral Product,50,-85.0920510190868,38.7179300197112
784,Continental Silver Grove Llc,39.03672,-84.39019,Nonmetallic Mineral Product,50,-84.3901900112504,39.0367199776021
785,Corning Inc,37.75765,-84.82732,Nonmetallic Mineral Product,50,-84.8273200201396,37.7576500040356
786,Dal-Tile Corp Lewisport Plant,37.9249,-86.90099,Nonmetallic Mineral Product,50,-86.9009900338543,37.9249000207197
787,Florida Tile Inc,38.07215,-84.92352,Nonmetallic Mineral Product,50,-84.9235199750952,38.072150015004
788,Forterra Concrete Industries Inc - Elizabethtown,37.681111,-85.839444,Nonmetallic Mineral Product,50,-85.8394440354141,37.6811109904694
789,Forterra Concrete Industries Inc - Lexington,38.05696,-84.53291,Nonmetallic Mineral Product,50,-84.532910031678,38.0569600115705
790,Harbisonwalker International Inc,38.733189,-82.927627,Nonmetallic Mineral Product,50,-82.9276269969949,38.7331890156174
791,Landmark Stone,38.37249,-84.30009,Nonmetallic Mineral Product,50,-84.3000899764,38.372489992711
792,Ledvance Llc,38.04449,-84.75366,Nonmetallic Mineral Product,50,-84.7536599634724,38.0444900312901
793,Meridian Brick - Stanton Plant,37.874554,-83.860986,Nonmetallic Mineral Product,50,-83.8609860095056,37.8745540295532
794,Oldcastle Precast Inc,38.0638,-84.55918,Nonmetallic Mineral Product,50,-84.5591800045207,38.0638000161278
795,Prestress Services Industries Llc-Lexington Branch,38.07026,-84.32427,Nonmetallic Mineral Product,50,-84.3242700187342,38.0702599676832
796,Superior Graphite Co,36.839167,-87.462944,Nonmetallic Mineral Product,50,-87.4629440057438,36.8391670100683
797,Superior Vanceburg Composites Llc,38.601111,-83.274167,Nonmetallic Mineral Product,50,-83.2741670298777,38.6011110321657
798,Fci Manchester,37.180621,-83.787672,Other,25,-83.7876719838858,37.1806210141389
799,Federal Bureau Of Prisons Usp Big Sandy,37.76612,-82.65601,Other,25,-82.6560099622373,37.7661199704179
800,Federal Correctional Institution Ashland Ky,38.435472,-82.704263,Other,25,-82.7042629677237,38.4354719777219
801,Federal Medical Center Lexington,38.09783,-84.56638,Other,25,-84.5663800015229,38.0978299730641
802,Mccreary Us Penitentary,36.688089,-84.38854,Other,25,-84.3885399857366,36.6880890356097
803,Us Army Blue Grass Army Depot,37.6795,-84.25651,Other,25,-84.2565100070216,37.679500033051
804,Us Army Fort Campbell,36.651306,-87.466933,Other,25,-87.4669329747629,36.6513059939806
805,Us Army Garrison Fort Knox,37.903266,-85.953442,Other,25,-85.9534420415994,37.9032659909544
806,Us Army National Guard Wendell Ford Training Center Ranges,37.255,-87.202,Other,25,-87.2020000345399,37.2549999806563
807,Us Doe Paducah Site,37.120138,-88.811111,Other,25,-88.8111109703116,37.1201379932998
808,3M Co - Cynthiana,38.374346,-84.29449,Paper,25,-84.2944899687504,38.3743460063911
809,Ahlstrom-Miunksjo Filtration Llc,37.34735,-87.50195,Paper,25,-87.5019500231901,37.3473499655762
810,Domtar Paper Co Llc Hawesville Mill,37.894847,-86.685793,Paper,25,-86.6857930379887,37.8948469864986
811,International Paper,38.69004,-83.80226,Paper,25,-83.8022599952792,38.6900400336091
812,International Paper - Henderson Mill,37.81658,-87.58802,Paper,25,-87.5880200360129,37.8165799731544
813,Kimberly-Clark Corp Owensboro Operations,37.82256,-87.30449,Paper,25,-87.3044899931149,37.8225600137481
814,Catlettsburg Refining Llc,38.377246,-82.597162,Petroleum,75,-82.5971619567953,38.3772459940772
815,Continental Refining Co Llc,37.0716,-84.6092,Petroleum,75,-84.609199996171,37.0716000107927
816,Marathon Petroleum Co - Louisville Cane Run Terminal,38.129963,-85.902096,Petroleum,75,-85.9020959569267,38.1299630064314
817,Valor Llc,37.77271,-87.0808,Petroleum,75,-87.0807999652271,37.7727100022169
818,Action Petroleum Co Ltd,37.671238,-82.78191,Petroleum Bulk Terminals,75,-82.7819100171165,37.671238021068
819,Jsc Terminal Llc (Dba Midwest Terminal),37.09278,-88.60444,Petroleum Bulk Terminals,75,-88.6044399746391,37.0927800349293
820,Key Oil Co Mount Sterling Bulk Plant,38.076547,-83.920267,Petroleum Bulk Terminals,75,-83.9202670029145,38.0765470183596
821,Key Oil Company-Louisville Bulk Plant,38.15097,-85.89533,Petroleum Bulk Terminals,75,-85.8953300258697,38.1509700165539
822,Key Oil Supply,36.79259,-86.5636,Petroleum Bulk Terminals,75,-86.5635999709609,36.7925900353296
823,Mplx Terminals Llc - Covington Ky Terminal,39.052628,-84.499758,Petroleum Bulk Terminals,75,-84.4997579756121,39.052628013366
824,Reladyne,37.8395,-85.47764,Petroleum Bulk Terminals,75,-85.4776400088866,37.8394999914648
825,Valero Louisville Terminal,38.22342,-85.83375,Petroleum Bulk Terminals,75,-85.8337499741542,38.2234199915663
826,3A Composites Usa Inc,36.86642,-88.35834,Plastics and Rubber,50,-88.3583400346845,36.8664200173693
827,Accent Marble Inc,37.11258,-84.07283,Plastics and Rubber,50,-84.0728300435732,37.1125800261828
828,American Bluegrass Marble Co Inc,38.22164,-85.78092,Plastics and Rubber,50,-85.7809199624636,38.2216400024919
829,Arcosa Marine Products Inc Plt 1245,37.018667,-88.494917,Plastics and Rubber,50,-88.4949170158731,37.0186670300114
830,Aristech Surfaces Llc,38.97469,-84.62103,Plastics and Rubber,50,-84.6210299999791,38.9746899970956
831,Aristech Surfaces Llc,38.97469,-84.62103,Plastics and Rubber,50,-84.6210299999791,38.9746899970956
832,Arkema Inc Louisville Plant,38.20939,-85.84296,Plastics and Rubber,50,-85.8429600414361,38.2093899814947
833,Bando Usa Inc,36.95515,-86.48715,Plastics and Rubber,50,-86.4871500165158,36.955150013926
834,Boge Rubber & Plastics Usa Llc,39.07849,-84.67155,Plastics and Rubber,50,-84.6715499939166,39.0784900288925
835,Carpenter Co,36.855556,-86.903889,Plastics and Rubber,50,-86.9038889871077,36.8555560347766
836,Cooper Standard Automotive,38.09852,-83.89916,Plastics and Rubber,50,-83.8991600073358,38.0985200107686
837,Covalence Adhesives,36.75588,-86.57649,Plastics and Rubber,50,-86.5764899868043,36.7558799767705
838,Crane Composites Inc,38.97534,-84.62363,Plastics and Rubber,50,-84.6236299939059,38.9753399687068
839,Daramic Llc,37.810556,-87.049722,Plastics and Rubber,50,-87.0497220293208,37.8105560140475
840,Diversified Structural Composites,39.0556,-84.62163,Plastics and Rubber,50,-84.6216299847574,39.0556000166401
841,Firestone Building Products,38.97133,-84.60903,Plastics and Rubber,50,-84.6090300349193,38.9713299810323
842,Guardian Automotive - Morehead Plant,38.20968,-83.482457,Plastics and Rubber,50,-83.4824569693553,38.2096800172318
843,Hunter Douglas,37.76767,-87.07965,Plastics and Rubber,50,-87.0796500318319,37.7676700341674
844,Inoac Group Na Llc,37.69516,-85.22725,Plastics and Rubber,50,-85.2272499846296,37.6951600078535
845,Johnson Controls Battery Group Llc,38.96995,-84.63369,Plastics and Rubber,50,-84.6336899572782,38.9699499893662
846,Louisville Cooler Manufacturing Co,38.141104,-85.754461,Plastics and Rubber,50,-85.7544609840851,38.1411040195471
847,Mikron Industries Inc,37.70363,-84.27081,Plastics and Rubber,50,-84.2708100185349,37.7036300172053
848,Pella Corp - Murray Operations,36.645157,-88.300054,Plastics and Rubber,50,-88.3000540152843,36.6451569961101
849,Pregis Innovative Packaging Inc,38.55323,-82.78818,Plastics and Rubber,50,-82.788179988305,38.5532299935448
850,Sonoco Protective Solutions Inc,38.224002,-85.196429,Plastics and Rubber,50,-85.1964289668945,38.2240019966251
851,Sun Pools Inc,36.75196,-85.10431,Plastics and Rubber,50,-85.1043099684431,36.7519599751854
852,Toyo Automotive Parts (Usa) Inc,36.70667,-86.51995,Plastics and Rubber,50,-86.5199500228218,36.7066700328816
853,Aisin Automotive Casting Llc,37.019444,-84.12,Primary Metals,50,-84.1200000401531,37.0194440233022
854,Ak Steel Corp,38.508333,-82.680278,Primary Metals,50,-82.6802780394693,38.5083330341482
855,Aleris Rolled Products Inc,37.950831,-86.845794,Primary Metals,50,-86.8457940393684,37.9508310081676
856,Amg Aluminum Na Llc,37.651111,-87.533333,Primary Metals,50,-87.533333026967,37.6511109734293
857,Audubon Metals Llc,37.808762,-87.632861,Primary Metals,50,-87.6328609705557,37.8087619952165
858,Bekaert Corp,38.20703,-85.27879,Primary Metals,50,-85.2787900155722,38.2070299835972
859,Beneke Wire Co,38.150747,-85.762875,Primary Metals,50,-85.7628749643623,38.1507469986669
860,Cardinal Aluminum Co Plan T 3,38.14825,-85.6842,Primary Metals,50,-85.6841999727899,38.1482500277411
861,Cardinal Aluminum Co Plant 1,38.15182,-85.69415,Primary Metals,50,-85.6941499823714,38.1518199790119
862,Cc Metals & Alloys Llc,37.05648,-88.35108,Primary Metals,50,-88.3510800302213,37.0564800173645
863,Century Aluminum Of Kentucky,37.944999,-86.787778,Primary Metals,50,-86.787777963711,37.9449990196736
864,Century Aluminum Sebree Llc,37.6569,-87.5006,Primary Metals,50,-87.5006000349812,37.6569000009374
865,Eastern Alloys Of Kentucky,37.81204,-87.65819,Primary Metals,50,-87.6581899581383,37.8120399962089
866,Eckart America Corp,38.21345,-85.83762,Primary Metals,50,-85.8376200062297,38.2134500237321
867,Electro Cycle Inc,37.355813,-87.539943,Primary Metals,50,-87.5399430104906,37.3558129983844
868,Felker Brothers,37.03061,-85.92469,Primary Metals,50,-85.9246900236267,37.0306100303259
869,Fritz Winter,36.796305,-86.555775,Primary Metals,50,-86.5557750160155,36.796305033269
870,Gibbs Die Casting Corp,37.80523,-87.64182,Primary Metals,50,-87.6418199587158,37.805229968677
871,Huntington Alloys Corp,38.26704,-82.58087,Primary Metals,50,-82.580870020971,38.2670400276007
872,Hydro Aluminum Metals Usa Llc,37.80272,-87.65869,Primary Metals,50,-87.6586899604254,37.8027200085841
873,Ipsco Tubulars (Kentucky) Inc,39.062778,-84.493889,Primary Metals,50,-84.4938890123664,39.0627780284784
874,Kentucky Smelting Technology,38.22018,-84.27096,Primary Metals,50,-84.2709600371873,38.2201800289009
875,Libertas Copper Llc,38.354916,-85.160992,Primary Metals,50,-85.160991956072,38.354916000101
876,Logan Aluminum Inc,36.942885,-86.937382,Primary Metals,50,-86.9373820436553,36.9428849993357
877,Mchenry Brass Inc,37.380278,-86.925556,Primary Metals,50,-86.9255559924345,37.3802779733832
878,Meritor Heavy Vehicle Systems Llc,36.738872,-86.577345,Primary Metals,50,-86.5773450032917,36.738872035933
879,Nemak Glasgow Plant #1,36.974,-85.92701,Primary Metals,50,-85.9270100126795,36.9739999862747
880,North American Stainless,38.727778,-85.072222,Primary Metals,50,-85.0722219668313,38.7277779919837
881,Novelis Inc,37.601667,-84.308889,Primary Metals,50,-84.308888974608,37.6016669920614
882,Nucor Steel Gallatin Llc,38.766667,-85.004167,Primary Metals,50,-85.0041670382108,38.7666669968991
883,Ohio Valley Aluminum Co Inc,38.20904,-85.25669,Primary Metals,50,-85.2566900222784,38.2090400171465
884,Owl'S Head Alloys Inc,36.93104,-86.50616,Primary Metals,50,-86.5061599848953,36.9310400248765
885,Plymouth Engineered Shapes,36.82692,-87.44071,Primary Metals,50,-87.4407099838096,36.8269200164615
886,Real Alloy Recycling Llc,37.195,-86.723611,Primary Metals,50,-86.7236110334718,37.1950000076478
887,Republic Conduit Manufacturing,38.17198,-85.887544,Primary Metals,50,-85.8875439679761,38.1719800177764
888,Reynolds Consumer Products Llc Louisville Foil Plant,38.2404,-85.80183,Primary Metals,50,-85.8018299575005,38.2404000350336
889,Southwire Co Kentucky Plant,37.939971,-86.779117,Primary Metals,50,-86.7791170365622,37.9399710303163
890,Steel Technologies Llc,38.35844,-85.16553,Primary Metals,50,-85.1655299753928,38.3584400295957
891,Wyman Gordon Co,37.10729,-87.92247,Primary Metals,50,-87.9224700028129,37.1072900032891
892,Lsc Communications / Glasgow,37.01067,-85.9504,Printing,25,-85.9503999867213,37.010669985494
893,Lsc Communications /Danville,37.6235,-84.81278,Printing,25,-84.8127799787824,37.6234999736865
894,Qg Printing Ii Corp,36.745239,-86.569005,Printing,25,-86.5690050441939,36.7452389923211
895,Southern Graphic Systems Llc,38.972075,-84.623779,Printing,25,-84.6237790244116,38.9720749656106
896,U S Smokeless Tobacco Co,36.89478,-87.4803,Tobacco,25,-87.4802999960222,36.8947800243447
897,U S Smokeless Tobacco Co Eagle One,36.731928,-87.466894,Tobacco,25,-87.4668939878796,36.7319280191549
898,Accuride Corp,37.80548,-87.56714,Transportation Equipment,25,-87.5671400447065,37.8054800160197
899,Adient Georgetown,38.19961,-84.54262,Transportation Equipment,25,-84.5426200114156,38.1996099691522
900,Akebono - Elizabethtown Plant,37.683611,-85.9175,Transportation Equipment,25,-85.9174999979242,37.6836110014123
901,Akebono Brake Corp-Glasgow,36.989361,-85.932176,Transportation Equipment,25,-85.9321760442154,36.9893609886357
902,Altec Industries Inc,37.6717,-85.92825,Transportation Equipment,25,-85.9282499572662,37.6716999848319
903,American Howa Kentucky Inc,37.03688,-86.31821,Transportation Equipment,25,-86.3182099695754,37.0368799920263
904,American Howa Of Kentucky Georgetown,38.163805,-84.673053,Transportation Equipment,25,-84.6730529652184,38.1638050055647
905,Andrews Laser Works,39.05274,-84.49133,Transportation Equipment,25,-84.4913299816165,39.0527399784831
906,Angell-Demmel Na,37.55812,-85.27517,Transportation Equipment,25,-85.2751699846403,37.5581200262459
907,Arvin Sango Inc,38.51296,-85.22987,Transportation Equipment,25,-85.2298700109873,38.5129599673058
908,Bowling Green Metalforming,37.029889,-86.324556,Transportation Equipment,25,-86.3245560280685,37.0298890168018
909,Central Motor Wheel Of America (Dba Cmwa),38.22057,-84.27508,Transportation Equipment,25,-84.2750799805749,38.2205700261643
910,Cta Acoustics Inc,36.91118,-84.0585,Transportation Equipment,25,-84.0585000283294,36.9111800342416
911,Curtis-Maruyasu America Inc,37.555,-85.261944,Transportation Equipment,25,-85.2619439988806,37.5549999930155
912,Daicel Safety Systems America Llc,37.37528,-86.82651,Transportation Equipment,25,-86.8265099949957,37.3752799781828
913,Eagle Manufacturing Llc,38.97931,-84.61482,Transportation Equipment,25,-84.6148200362515,38.9793099945797
914,Faurecia Exhaust Systems Inc Louisville Plant,38.177199,-85.67876,Transportation Equipment,25,-85.6787599550924,38.1771990000586
915,Faurecia Interior Systems,38.26899,-85.51196,Transportation Equipment,25,-85.5119599646533,38.2689900059393
916,Federal-Mogul Motorparts Corp,36.97506,-85.93368,Transportation Equipment,25,-85.9336800036641,36.9750599800481
917,Ford Louisville Assembly,38.15498,-85.72715,Transportation Equipment,25,-85.7271500434912,38.1549799836131
918,Ford Motor Co Kentucky Truck Plant,38.2935,-85.5322,Transportation Equipment,25,-85.5321999961513,38.2934999862111
919,Franklin Precision Industry,36.76988,-86.57212,Transportation Equipment,25,-86.5721200422732,36.7698799817503
920,Ge Aviation,37.357,-87.54833,Transportation Equipment,25,-87.5483300413092,37.3570000346389
921,General Motors Llc Bowling Green Assembly Plant,37.01437,-86.36439,Transportation Equipment,25,-86.3643900227122,37.0143700053432
922,Green Tokai Co - Maysville,38.64667,-83.83496,Transportation Equipment,25,-83.8349600190941,38.6466699684917
923,Grupo Antolin Kentucky,36.83108,-87.44682,Transportation Equipment,25,-87.4468199650461,36.8310800037143
924,Hayashi Telempu Na,38.16236,-84.82428,Transportation Equipment,25,-84.8242800313866,38.1623599760533
925,Hendrickson Trailer Suspension Systems,37.171618,-84.476625,Transportation Equipment,25,-84.4766250095731,37.1716180252954
926,Hendrickson Truck Suspension Systems,37.59067,-85.24728,Transportation Equipment,25,-85.2472799900142,37.5906699760341
927,Hennessy Industries Inc Bada Div,37.00911,-86.37923,Transportation Equipment,25,-86.3792300115428,37.0091100010787
928,Hitachi Automotive Systems Americas Inc-Berea Ky,37.60295,-84.30992,Transportation Equipment,25,-84.3099199710596,37.6029499805233
929,Hitachi Automotive Systems Americas Inc-Hk,37.780833,-84.84,Transportation Equipment,25,-84.8400000098695,37.780832975348
930,Holley Performance Products,36.98155,-86.46586,Transportation Equipment,25,-86.4658600341137,36.9815500207712
931,Katayama American Co Inc,38.224873,-85.257189,Transportation Equipment,25,-85.2571890364187,38.2248729842208
932,Kentucky Trailer Paint,38.16668,-85.88573,Transportation Equipment,25,-85.8857299999229,38.1666800057372
933,Louisville Seating Systems,37.965402,-85.676627,Transportation Equipment,25,-85.6766269952818,37.9654020135054
934,Mckechnie Vehicle Componets,37.86167,-84.57548,Transportation Equipment,25,-84.5754800251825,37.8616699906153
935,Meggitt Aircraft Braking Systems Kentucky Corp,37.62867,-84.8235,Transportation Equipment,25,-84.8235000242254,37.628669987279
936,Metalsa Light Vehilcle Usa - Elizabethtown,37.676037,-85.922168,Transportation Equipment,25,-85.9221680034666,37.6760369853761
937,Metalsa Sa De Cv,36.82271,-87.43211,Transportation Equipment,25,-87.4321099624371,36.8227099696932
938,Meyer Tool Inc,39.0406,-84.63796,Transportation Equipment,25,-84.6379600091497,39.0405999728872
939,Mitsui Kinzoku Catalysts America Inc,38.16442,-84.81143,Transportation Equipment,25,-84.8114299905734,38.1644199766875
940,Npr Of America Corp,37.84122,-85.4775,Transportation Equipment,25,-85.4774999615338,37.8412199810041
941,Richmond Auto Parts Technology,37.69897,-84.2735,Transportation Equipment,25,-84.2735000236532,37.6989700183515
942,Robert Bosch Automotive Steering Llc,39.01753,-84.64234,Transportation Equipment,25,-84.642340014812,39.01753002917
943,Rocore-Burkesville,36.786622,-85.36174,Transportation Equipment,25,-85.3617399997502,36.7866219801074
944,Safran Landing Systems Kentucky Llc,38.922778,-84.610556,Transportation Equipment,25,-84.6105560030924,38.9227779846925
945,Shiloh - Bowling Green,37.03607,-86.31826,Transportation Equipment,25,-86.3182600057367,37.0360699759996
946,Topy America Inc,38.179444,-84.799722,Transportation Equipment,25,-84.7997219779809,38.1794440156549
947,Tower Automotive,37.83303,-85.47281,Transportation Equipment,25,-85.4728100370984,37.8330300028488
948,Tower Automotive Inc,37.83288,-85.46539,Transportation Equipment,25,-85.4653900426831,37.8328800163402
949,Toyota Motor Manufacturing Kentucky Inc,38.26035,-84.534367,Transportation Equipment,25,-84.5343670092373,38.260349979662
950,Toyotetsu America Inc,37.174663,-84.483665,Transportation Equipment,25,-84.4836650166232,37.1746629939494
951,Trad Na Inc,36.82497,-87.43647,Transportation Equipment,25,-87.4364700255001,36.8249699827748
952,Transcraft Corp,36.88445,-87.74848,Transportation Equipment,25,-87.7484799866712,36.8844499819957
953,Ugn Inc,37.055278,-84.602778,Transportation Equipment,25,-84.6027780300363,37.0552779929916
954,Vuteq Usa Inc,38.19833,-84.54318,Transportation Equipment,25,-84.5431800211637,38.1983299980714
955,Webasto Roof Systems Inc,38.09807,-84.5159,Transportation Equipment,25,-84.5158999826155,38.0980699776969
956,Yokohama Industries Americas Inc,38.06524,-84.72145,Transportation Equipment,25,-84.721449970645,38.0652399951749
957,Ahf Products,37.04928,-84.58508,Wood Products,50,-84.5850799612978,37.049279988942
958,Cell Pak Llc,37.695347,-85.233578,Wood Products,50,-85.2335779869855,37.6953470229377
959,Escue Wood Preserving Inc,37.450522,-86.392959,Wood Products,50,-86.39295896403,37.4505220107387
960,Koppers Inc (Guthrie),36.64449,-87.1537,Wood Products,50,-87.1536999573325,36.6444900011231
961,Olympia Lumber & Post Inc,38.025278,-83.705556,Wood Products,50,-83.7055559956176,38.0252779846034
962,Stella-Jones Corp,36.585,-88.941389,Wood Products,50,-88.941388964728,36.5850000160277
